,0,1,2,3,4,5
-8.0,20.395030586827183,0.10332530741023284,0.07216443188029005,1.100555387764941,0.774639288215672,0.5365665
-6.0,11.532208280524662,0.058692800410129656,0.22889182265967706,1.4426367871180228,1.599656023690655,0.82825
-4.0,5.821299388216448,0.10234418005129242,0.4096172359612126,1.5041428902380516,3.0522995129536388,0.851623
-2.0,2.970627183488527,0.17980387851780752,0.4720066833438981,1.2044688066137015,4.695037558930704,0.77476424
0.0,7.50162077805531,0.2960990213549845,0.14003665072005272,0.42966535195548816,6.095935858000935,0.6512211
2.0,3.125318259409405,0.30069394569629054,0.16713483351003397,0.49060847491104725,6.0537261351488745,0.69132686
4.0,3.869022894998639,0.26828683581990037,0.21985484524760893,1.2025507628158933,5.587054849101999,0.71928287
6.0,1.1471917773817675,0.22430488654468558,0.40039571195531354,1.781475009102343,5.762671025917301,0.6905041
8.0,37.908971066568355,4.9917593100725,0.009493448908482235,20.83921224613979,0.06048619070179978,-1.0
-8.0,21.51531358751419,0.03334031978172274,0.05353775827202414,2.1098874565058034,0.7141599650107459,0.5464981
-6.0,9.742508655937685,0.07026248608712234,0.2314072089217766,1.2305140305431044,1.659333105425085,0.8632085
-4.0,5.754542790747491,0.09210413981686573,0.4070386562254573,1.442583910910517,3.0117007612156255,0.8572387
-2.0,2.7828606533347484,0.17124061299098706,0.4141548921401727,1.220083565907289,4.752823354726874,0.78034914
0.0,5.751279410361101,0.3109869202254152,0.2579495204133532,0.7338089517525229,6.305861836616703,0.6409774
2.0,7.726944023739464,0.3578292529928052,0.12182477541848052,0.6508770068321021,5.997355413036563,0.6248318
4.0,6.64807474945094,0.3266945902248729,0.16623712134405558,1.2915546768983375,5.472000954097911,0.67427576
6.0,1.1711665050553486,0.25434481335166503,0.3216922917714667,2.181072678926253,5.598781267902706,0.6973766
8.0,37.90909155718328,4.994561880244972,0.019823751940751855,20.831105623968348,0.37441901798235544,-1.0
-8.0,21.775184465102253,0.15492304870729337,0.043722489843881114,2.7268416262529245,0.6680159910500449,0.47413608
-6.0,10.41871694985937,0.050455228753956465,0.16816428612526146,1.5348300781861939,1.4405005880787696,0.84756255
-4.0,3.589026502663337,0.14072878303638942,0.3070230361270535,1.5332806869850637,3.0759685734073163,0.87852997
-2.0,2.6888601636154283,0.2309172643832722,0.34880952594151765,1.1074106697779984,4.9060125843679785,0.7759507
0.0,7.9040579340220924,0.29949609108231445,0.11528941479114929,0.5281485054612263,6.166572691014235,0.6401538
2.0,5.507655923682018,0.37023827197657655,0.1489984492104722,0.616268326074946,5.989375715266146,0.61376876
4.0,4.711279828690025,0.2567246070674703,0.178549754511253,1.424000082224076,5.564151104160537,0.7106882
6.0,2.2416613853591434,0.2185973032316734,0.3429189034131804,2.059314491436064,5.580411465651918,0.6998863
8.0,37.909034695021276,4.993297123266267,0.01033159710478765,20.83470936904806,0.2705497050269567,-1.0
-8.0,22.908412379083433,0.11942983797518573,0.0484071337607654,2.406314204304635,0.73115649007222,0.46036166
-6.0,10.685382510697796,0.05549903162477293,0.1605202460268366,1.6282750876115455,1.5800184729321427,0.7931701
-4.0,3.869518861553053,0.10152664876417909,0.36628068590722357,1.5335654940592949,3.0221453717428557,0.8734471
-2.0,2.5618396682040285,0.21102473876851005,0.3510077522509154,1.1331883469667416,4.749651166075475,0.77465814
0.0,4.827184067768013,0.29669230379887834,0.15430363492634316,0.5829438523828017,6.1767760348028995,0.66619
2.0,4.983236591522824,0.3336327973222612,0.15398082066978563,0.6909296343706491,6.146278256855761,0.63451487
4.0,4.591612181066952,0.2233215572341087,0.17190742466490644,1.3721317372760071,5.696156537626446,0.7034866
6.0,1.0388981928857457,0.20690897349341683,0.3321224567608853,2.246901390527944,5.654741287236366,0.6909292
8.0,37.909046844996304,4.99278824206082,0.009290617199413926,20.83457880785472,0.26839252661795504,-1.0
-8.0,26.434475472546357,0.05253918008475872,0.06602968703622146,3.778574930214205,1.178534873443092,0.23410633
-6.0,11.511214564625757,0.062303832139158376,0.22468537250698456,1.7728365194489468,1.5908465659826323,0.8020408
-4.0,4.080426458757476,0.12252442836334958,0.40315704421733534,1.6319174662741471,3.077191859637496,0.86132693
-2.0,2.937800914937707,0.21607425988066747,0.3969834488642187,1.0776127878859314,4.7592381011421585,0.7461251
0.0,6.623706426815761,0.29017413939584813,0.34379215509172495,0.9828968856675447,6.2060118698681865,0.59930944
2.0,13.79698952660775,0.2942366239426426,0.06268064142278208,0.6471161029007313,6.0350484389161805,0.5500731
4.0,8.762445328884084,0.24724684991345253,0.23775895273540082,0.8570304142421888,5.507151212619295,0.6830118
6.0,3.7581475624479896,0.23049852370693685,0.46867470333265465,1.4101589116732658,5.570955904031675,0.70356524
8.0,37.909139643283,4.995979471551887,0.030013528030216695,20.827013784165594,0.4936670306461936,-1.0
-8.0,30.90437374453378,0.1488934222653608,0.1654339869971889,5.531474101033072,1.7246925885999576,-0.046182293
-6.0,11.262251821052168,0.2059392669927612,0.19098871046415497,1.5895943455727022,1.4645212546892774,0.7891075
-4.0,3.987029863543975,0.12120653482954409,0.3389796389859385,1.2202709849646933,3.360768404690991,0.8637211
-2.0,2.7451632529178873,0.2359323899309895,0.35507378932610917,1.0372500689931297,4.869598182193028,0.7782421
0.0,6.906749815538135,0.336642897923679,0.20312518954717348,0.549091295789533,6.181836124808877,0.6476564
2.0,4.813330827950463,0.34326410325843776,0.1690315719778195,0.5921840851816355,6.095542433205506,0.64248323
4.0,5.11177677638899,0.2934505496206933,0.17745958122813005,1.3532564547208463,5.57057312139192,0.710028
6.0,2.0173958698967684,0.23164816976214983,0.33411377412715404,2.1525340809524263,5.695180680539919,0.68794465
8.0,37.90903259908708,4.993255759487306,0.010358394510550841,20.834776716476316,0.27177890510038627,-1.0
-8.0,24.521061557037378,0.048177981403087336,0.07840188261100858,2.9395163727779745,0.9155924314151097,0.42017555
-6.0,11.27680222713431,0.06855451648322151,0.26550717195250184,1.1776305553118462,1.8387636053778784,0.8260748
-4.0,5.118974505879848,0.12016591223648355,0.3530081579124495,1.2432652714786607,3.236129082284825,0.8588398
-2.0,3.5694620596558817,0.20879523043269577,0.42319825021526514,1.1816642281170682,4.732701843364742,0.7774604
0.0,2.33137384699251,0.25049094846082104,0.4026983170567626,1.1124840759538244,6.0629692171825,0.6705465
2.0,11.249943267192124,0.2933438945865372,0.05906750615602423,0.7217661352779158,6.029858114925957,0.6005064
4.0,6.009278779442982,0.2681781855169977,0.24546924297408307,1.005318919887229,5.580643348190945,0.70528924
6.0,1.2984190052992537,0.2030810045487481,0.41164376862836916,1.7596539643831606,5.6524391470715925,0.6987996
8.0,37.909079344126376,4.994389962335862,0.019981941957952998,20.83130584622108,0.3811186407478245,-1.0
-8.0,26.331114758716566,0.030577513598332426,0.04590013993745805,3.6316470413194946,0.6254842503663542,0.32723656
-6.0,12.110919990173308,0.03711399400185802,0.1845211617112424,2.1632794448243096,1.15914332711408,0.80033785
-4.0,4.858405985325138,0.11726560024406066,0.34848591995623013,1.390496184385652,3.2135023800183604,0.85708094
-2.0,2.0019411916780396,0.19204308464934833,0.35268960150357015,1.1725020935855845,4.9255716453262375,0.76998174
0.0,7.245907752415206,0.28781893181773366,0.1530953808320729,0.5913720057651985,6.406573833854568,0.6217184
2.0,5.245320567980632,0.3623624075114313,0.20501554764709454,0.48739676373078056,6.2797236513511,0.6203194
4.0,2.3134035682733995,0.32163420037504875,0.24843286602982326,1.048570613421453,5.785929399782236,0.6775967
6.0,1.7876781093954441,0.23153958388278553,0.3916144646706053,1.7913362309304903,5.812862693252382,0.68572944
8.0,37.909047378895316,4.992916648010262,0.007159253033500707,20.835125538249894,0.2302165667426545,-1.0
-8.0,22.31633027879449,0.2797082039998262,0.06158597139509078,2.01762964528018,1.1407019757391859,0.42687616
-6.0,11.363431422455516,0.061578489469395044,0.2137902798293386,1.5039086660860255,1.7135978129777822,0.82666254
-4.0,4.474176527788569,0.13963945861607566,0.3370373782689029,1.3480177256616621,3.2862034273239926,0.8526824
-2.0,2.511120882050224,0.16523393599702418,0.41091008243130717,1.0559463275618375,4.944128090973484,0.7670452
0.0,7.241999047235155,0.3008835372941633,0.1877286693613723,0.5170114838875536,6.30502108108548,0.596753
2.0,5.731380190536747,0.3449526763594545,0.17277285557053038,0.6940684361465589,6.235143266981814,0.6187647
4.0,8.250011325237772,0.25553444571361295,0.18562082776751512,1.2007271467008167,5.493824599787143,0.68702424
6.0,2.175623792066659,0.22111218561429355,0.4221790033630637,1.704884392249128,5.707111148534479,0.69380534
8.0,37.90909360440565,4.994779666297847,0.01966906517619895,20.831320520761366,0.3659713127335928,-1.0
-8.0,29.592154414541916,0.08487118991636125,0.06977674361034661,4.911361923545588,1.3981652128506272,0.07235113
-6.0,10.465732152818887,0.46685254091076095,0.19702598071561325,1.5816786247871482,1.554108966665542,0.73574835
-4.0,4.890144170037036,0.15449823838490306,0.3561844968491219,1.116314851329041,3.392396690328157,0.81477594
-2.0,2.744174040768734,0.18690222614844768,0.3939822286937944,0.8710695245393769,4.9082883820475285,0.776169
0.0,3.470013638794546,0.3110290945439291,0.2700851224394967,0.6098313755949061,6.386403558638262,0.6511673
2.0,7.826125556501193,0.24718753104008295,0.10521846093544801,0.6851457292498625,6.083057395315986,0.64739454
4.0,10.603443986590502,0.26051892622623496,0.2200032260250849,0.9731039637879847,5.391511628311476,0.66291857
6.0,5.551106157465813,0.20760228420901203,0.46023176040868086,1.4084150792889272,5.485409671764035,0.6977532
8.0,37.90907836968018,4.994269254079326,0.019086007057038223,20.831623647126747,0.3698434318709766,-1.0
